product-name,product-type,price,ref,marca,val-points,val-quantity,stock,product-sending-value,date,NoFrost,SistemaAntibacterias,Refrigeración,Enfriamientorápido,Númerodepuertas,TemperaturaAmbienteMínima,TemperaturaAmbienteMáxima,Capacidaddecongelación,Tipodeinstalación,CapacidadTotalNeta,CapacidadTotalBruta,BandejasenCongelador,Cajones/Cestas,CapacidadCongelador,PotenciadeDescongelación,Hieleras/Cubiteras,Iluminación,Apertura,Color/material,Tirador,RuedasTraseras,PuertaReversible,PatasRegulables,Alimentación,EficienciaNueva,Potencia,ConsumoAnualdeEnergía,Autonomíaencasodecorteeléctrico(Horas),ClaseClimática,Ruido,EficienciaSonora,ClasificaciónporEstrellas,Alturaexacta,Anchuraexacta,Peso,Profundidad,LongituddelCable,Altura,Anchura,ControlDigitalExterno,DisplayDigital,PosicióndelosControles,ReguladordeTemperatura,Pantalla,Garantía,Hercios,BaldasenRefrigerador,Botellero,Capacidadfrigorífico,BandejasAjustablesenFrigorífico,FreshBox,SuperFrost,ZeroBox,Multizone,Panelable,BalconesenlaPuerta,AlarmaVisual,Intensidad,Alarma,Otrainformación,Conectividad,CompartimentoCubiertoparaLácteos,DispensadorAgua,DispensadorHielo,VitaCareBox,FuzzyLogic,IonClean,BloqueoparaNiños,AdmisióndeAgua,Cámara,ModoVacaciones,Motores,MotorExtrasilencioso,ModoECO,TipodeBotellero,BandejasextraíblesEasyAccess,Posición,BigBoxCongelador,Indicadordepuertacongeladorabierta,ControlExterno,Huevera,Ventanaconvisibilidadinterior,BigBox,VarioZone,VitaFresh,VarioShelf,ExtraCold,FullSkinCondenser,EficienciaAntigua,InformaciónAdicional,AlturaMáximadeEncastre,ExtraFresh,ExtraFreshComfort,---,JuntasAntibacterias,DiseñodelaSerie,TrituradordeHielo,DoorCooling,WineStorage,Potenciadeaudio,Supercongelación,Cajones,Ruido(Decibelios),VitControl,NeoFrostDualCooling,PosicióndelasPuertas,NºBotelleros,FreshFood,IluminaciónInterior,LinearCooling,Controles,MotorInverter/Blindado,Frecuencia,Serie,IluminaciónLED,DiseñodelTirador,Voltaje(V),SistemadepurificacióndeairePureNFresh,UltraFreshCrisper,HyperFreeze,FoodCareZone,LongituddelManguitodeentrada,SmartDiagnosis,TecnologíaInverter,Certificacionesdehomologación,LongituddelManguitodeSalida
BEKO RSSE-445K31-XBN INOX - Nevera Una Puerta Cíclico,frigorificos," 391,49 €",084238293,BEKO," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,1 Puertas,NULL,43 ºC,NULL,Libre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LED,A Derechas,Inox,Externo,NULL,Sí,NULL,230V,F,NULL,153 Kwh/Año,NULL,SN-T,38 Decibelios,NULL,NULL,185 Centímetros,60 Centímetros,65 Kilogramos,66 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,6 Baldas,NULL,402 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN39VIEA INOX - Frigorífico Combi NoFrost ,frigorificos," 650,99 €",200519202,BOSCH," 4,57",(7),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,E,100 W,238 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",39 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,74 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,Sí,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,NULL,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN49AWEP Blanco - Frigorífico Combi NoFrost,frigorificos," 1.077,49 €",200519545,BOSCH," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,15 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,108 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,E,100 W,259 Kwh/Año,16 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",40 Decibelios,C,4 Estrellas,203 Centímetros,70 Centímetros,88 Kilogramos,67 Centímetros,2 Metros,Mayor de 200 cm,66 a 70 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,5 Baldas,NULL,330 Litros,4 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,Sí,1 Motores,No,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,Control táctil,Sí,No,No,Sí,Plus,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BOSCH KGN39VIDA INOX - Frigorífico Combi NoFrost,frigorificos," 736,49 €",200518509,BOSCH," 4,75",(8),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,NULL,,3 Bandejas,3 Cajoneras,89 Litros,NULL,1 Hieleras,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,D,100 W,191 Kwh/Año,13 Autonomía,"Subtropical, Templado, Templado ampliado, tropical",36 Decibelios,C,4 Estrellas,203 Centímetros,60 Centímetros,77 Kilogramos,66 Centímetros,2 Metros,Mayor de 200 cm,55 a 60 cm,No,Sí,Internos,Digital,No,3 Años,50 Hz,5 Baldas,NULL,279 Litros,3 bandejas,NULL,Sí,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,1 Motores,Sí,Sí,Rejilla auxiliar para 1 botella,Sí,Abajo,No,Sí,NULL,Sí,No,No,No,Sí,No,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BEKO B3RMLNE-444-HW Blanco - Nevera Una Puerta NO FROST,frigorificos," 498,49 €",084252220,BEKO," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,NULL,NULL,1 Puertas,NULL,43 ºC,NULL,Libre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,E,NULL,143 Kwh/Año,NULL,SN-T,35 Decibelios,NULL,NULL,187 Centímetros,60 Centímetros,70 Kilogramos,71 Centímetros,NULL,181 a 190,55 a 60 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,6 Baldas,NULL,365 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Control táctil,1 Huevera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SIEMENS KI86FPDD0 Integrable - Frigorífico Combi NoFrost,frigorificos," 2.130,49 €",200387389,SIEMENS," 0,00",(0),Disponible,"37,00 €",2023-04-24,Congelador,NULL,Cíclico,Sí,2 Puertas,NULL,NULL,7 Kg/24H,Integrable,223 Litros,NULL,3 Bandejas,2 Cajoneras,67 Litros,NULL,1 Hieleras,LED,A Derechas,NULL,NULL,NULL,Sí,NULL,230V,D,90 W,201 Kwh/Año,8 Autonomía,SubtropicalTempladoTemplado ampliadotropical,37 Decibelios,C,4 Estrellas,177 Centímetros,56 Centímetros,74 Kilogramos,55 Centímetros,2 Metros,176 a 180 cm,55 a 60 cm,No,Sí,Internos,Digital,No,3 Años,50 Hz,3 Baldas,No,156 Litros,2 bandejas,NULL,NULL,NULL,NULL,No, 1 Balcones,Sí,10 Amperios,Sí,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,No,Sí,1 Motores,Sí,No,NULL,No,Abajo,Sí,Sí,NULL,Sí,No,No,Sí,Sí,Sí,Sí,NULL,NULL,(No incluye la puerta o el panel de integración),178 Cm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
SMEG FQ60XDF INOX - Frigorífico Americano No Frost ,frigorificos," 1.747,96 €",770929330,SMEG," 0,00",(0),Disponible,"78,00 €",2023-04-24,Total,NULL,No Frost,Sí,4 Puertas,NULL,NULL,5 Kg/24H,Libre,572 Litros,NULL,5 Bandejas,5 Cajoneras,196 Litros,NULL,NULL,LED,NULL,Inox,Externo,NULL,NULL,NULL,230V,F,200 W,406 Kwh/Año,10 Autonomía,"SN, T",39 Decibelios,C,4 Estrellas,182 Centímetros,91 Centímetros,127 Kilogramos,0 Centímetros,2 Metros,181 a 190,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,50 Hz,3 Baldas,No,376 Litros,2 bandejas,NULL,NULL,NULL,NULL,No,6 Balcones,Sí,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Control táctil,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BEKO RSSE445K31WN Blanco - Nevera Una Puerta Cíclico,frigorificos," 351,49 €",084423729,BEKO," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,1 Puertas,NULL,43 ºC,NULL,Libre,402 Litros,445,NULL,1 Cajoneras,NULL,NULL,0 Hieleras,LED,A Derechas,Blanco,Externo,NULL,Sí,NULL,230V,F,NULL,153 Kwh/Año,NULL,SN-T,38 Decibelios,NULL,NULL,185 Centímetros,60 Centímetros,66 Kilogramos,66 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,NULL,Internos,NULL,No,3 Años,50 Hz,4 Baldas,NULL,402 Litros,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,Control mecánico,6 Huevera,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,Mecánico,NULL,50 Hz,B100,Sí,,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BEKO RCNE-560K40-WN Blanco - Frigorífico Combi NO FROST,frigorificos," 525,49 €",084237801,BEKO," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,NULL,Sí,2 Puertas,NULL,43 ºC,8 Kg/24H,Libre,NULL,NULL,NULL,3 Cajoneras,145 Litros,NULL,NULL,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,E,NULL,343 Kwh/Año,16 Autonomía,SN-T,38 Decibelios,NULL,4 Estrellas,192 Centímetros,70 Centímetros,80 Kilogramos,75 Centímetros,NULL,191 a 199 cm,66 a 70 cm,NULL,NULL,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,NULL,356 Litros,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GBP62DSNCC INOX - Frigorífico Combi No Frost ,frigorificos," 729,00 €",609136032,LG," 0,00",(0),No Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,10 Kg/24H,Libre,384 Litros,,3 Bandejas,2 Cajoneras,107 Litros,NULL,NULL,LED,A Derechas,Inox,Integrado,NULL,Sí,NULL,230V,C,NULL,172 Kwh/Año,9 Autonomía,SN-T,35 Decibelios,B,NULL,203 Centímetros,60 Centímetros,79 Kilogramos,68 Centímetros,NULL,Mayor de 200 cm,55 a 60 cm,No,Sí,Internos,Digital,NULL,3 Años,NULL,5 Baldas,NULL,277 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GSL761PZUZ Inoxidable - Frigorífico Americano NoFrost,frigorificos," 1.581,99 €",458568364,LG," 5,00",(1),Disponible,"78,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,12 Kg/24H,Libre,601 Litros,NULL,4 Bandejas,2 Cajoneras,196 Litros,NULL,NULL,LED,NULL,Inox,Integrado,NULL,No,NULL,230V,NULL,NULL,376 Kwh/Año,10 Autonomía,NULL,39 Decibelios,NULL,4 Estrellas,179 Centímetros,91 Centímetros,124 Kilogramos,74 Centímetros,NULL,176 a 180 cm,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,NULL,3 Años,NULL,4 Baldas,No,405 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,NULL,Sí,NULL,Sí,NULL,Sí,NULL,Sí,Sí,NULL,NULL,NULL,NULL,Tanque de Agua,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,Sí,Control táctil,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,A++,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WINIA WFRB32WP BLANCO - Frigorífico Dos Puertas Cíclico,frigorificos," 259,15 €",972151696,WINIA," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,NULL,Libre,248 Litros,NULL,1 Bandejas,1 Cajoneras,50 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,F,0 W,234 Kwh/Año,NULL,NULL,40 Decibelios,C,NULL,143 Centímetros,55 Centímetros,46 Kilogramos,NULL,NULL,101 a 160 cm,55 a 60 cm,No,No,Internos,Mecánico,NULL,3 Años,NULL,4 Baldas,No,198 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TEKA FTM 310 EU Blanco - Frigorífico Dos Puertas Cíclico,frigorificos," 289,49 €",115214445,TEKA," 0,00",(1),Disponible,"37,00 €",2023-04-24,NULL,NULL,Cíclico,NULL,2 Puertas,NULL,NULL,2 Kg/24H,Libre,NULL,239L,1 Bandejas,1 Cajoneras,41 Litros,NULL,NULL,NULL,A Derechas,Blanco,Integrado,NULL,Sí,Todas,230V,F,85 W,221 Kwh/Año,15 Autonomía,N/ST,40 Decibelios,C,NULL,159 Centímetros,55 Centímetros,40 Kilogramos,55 Centímetros,2 Metros,101 a 160 cm,55 a 60 cm,No,No,Internos,Mecánico,NULL,3 Años,50 Hz,4 Baldas,NULL,194 Litros,4 bandejas,Sí,NULL,No,No,No,NULL,NULL,10 Amperios,NULL,NULL,No,NULL,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nevera Una Puerta Teka TS1 138 Cíclico Blanco Libre Instalación 85 x 50cm,frigorificos," 168,99 €",8421152134009,TEKA," 5,00",(1),Disponible,"37,00 €",2023-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BALAY 3FCE568XE INOX - Nevera Una Puerta Cíclico,frigorificos," 883,99 €",200629240,BALAY," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,Estático,Sí,1 Puertas,NULL,NULL,NULL,Libre,346 Litros,NULL,NULL,2 Cajoneras,NULL,NULL,NULL,LED,A Izquierdas,Inox,Externo,NULL,Sí,NULL,230V,E,NULL,116 Kwh/Año,NULL,SubtropicalTempladoTemplado tropical,39 Decibelios,NULL,NULL,186 Centímetros,60 Centímetros,69 Kilogramos,65 Centímetros,2 Metros,181 a 190,55 a 60 cm,No,Sí,Internos,Digital,NULL,3 Años,50 Hz,7 Baldas,NULL,346 Litros,5 bandejas,NULL,NULL,NULL,NULL,No,4 Balcones,Sí,10 Amperios,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1 Motores,No,No,Rejilla auxiliar para 1 botella,Sí,NULL,NULL,NULL,NULL,Sí,No,No,No,NULL,No,NULL,NULL,NULL,NULL,NULL,Sí,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FAGOR 3FFK-6636X INOX - Frigorífico Combi NoFrost,frigorificos," 491,49 €",558250220,FAGOR," 0,00",(0),Disponible,"37,00 €",2023-04-24,NULL,NULL,No Frost,NULL,2 Puertas,NULL,NULL,5 Kg/24H,Libre,294 Litros,NULL,3 Bandejas,NULL,87 Litros,NULL,1 Hieleras,NULL,A Derechas,Inox,Integrado,Sí,Sí,Frontales,230V,E,NULL,239 Kwh/Año,10 Autonomía,SN / T,NULL,C,NULL,186 Centímetros,60 Centímetros,64 Kilogramos,60 Centímetros,NULL,181 a 190,55 a 60 cm,NULL,No,NULL,Digital,NULL,3 Años,NULL,4 Baldas,NULL,206 Litros,NULL,NULL,NULL,NULL,NULL,NULL,3 Balcones,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,145 W,Si,1 Cajoneras,db,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WINIA WRN-BV295NPW Blanco - Frigorífico Combi NoFrost,frigorificos," 361,49 €",972151862,WINIA," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,NULL,2 Puertas,NULL,NULL,NULL,Libre,295 Litros,NULL,3 Bandejas,1 Cajoneras,88 Litros,NULL,1 Hieleras,LED,A Derechas,Blanco,Integrado,NULL,Sí,NULL,230V,F,NULL,299 Kwh/Año,10 Autonomía,NULL,41 Decibelios,C,NULL,186 Centímetros,60 Centímetros,61 Kilogramos,NULL,NULL,181 a 190,55 a 60 cm,No,NULL,Internos,Mecánico,NULL,3 Años,NULL,4 Baldas,NULL,207 Litros,3 bandejas,NULL,NULL,NULL,NULL,No,3 Balcones,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GBB72MCDGN Negro Mate - Frigorífico Combi NoFrost,frigorificos," 699,49 €",609152788,LG," 0,00",(0),Disponible,"37,00 €",2023-04-24,Total,NULL,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,419 Litros,NULL,3 Bandejas,2 Cajoneras,107 Litros,NULL,NULL,LED,A Derechas,Negro,Integrado,NULL,Sí,NULL,230V,D,NULL,215 Kwh/Año,9 Autonomía,SN-T,35 Decibelios,B,NULL,203 Centímetros,60 Centímetros,78 Kilogramos,68 Centímetros,NULL,Mayor de 200 cm,55 a 60 cm,Pantalla,Sí,Externos,Digital,No,3 Años,50 Hz,4 Baldas,Sí,277 Litros,NULL,NULL,NULL,NULL,NULL,No,4 Balcones,NULL,10 Amperios,NULL,NULL,Sí,NULL,No,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Sí,Espacio para botellas de 2 litros,NULL,Abajo,NULL,NULL,Control táctil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LG GSXV90MBAE INOX - Frigorífico Americano NoFrost,frigorificos," 2.020,49 €",609142320,LG," 0,00",(0),Disponible,"78,00 €",2023-04-24,Total,Sí,No Frost,Sí,2 Puertas,NULL,NULL,NULL,Libre,NULL,,0 Bandejas,2 Cajoneras,219 Litros,NULL,NULL,LED,NULL,NULL,Integrado,NULL,NULL,NULL,230V,E,0 W,348 Kwh/Año,12 Autonomía,T,36 Decibelios,C,NULL,179 Centímetros,91 Centímetros,137 Kilogramos,74 Centímetros,NULL,176 a 180 cm,Mayor de 90 cm,Pantalla,Sí,Externos,Digital,Sí,3 Años,NULL,4 Baldas,Sí,416 Litros,4 bandejas,NULL,NULL,NULL,NULL,No,NULL,Sí,NULL,Sí,NULL,Sí,NULL,Sí,Sí,NULL,NULL,NULL,NULL,Toma Externa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Izquierda,NULL,Sí,Control táctil,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sí,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Side by Side,NULL,NULL,NULL,Sí,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
